net,length_um
_15562_,7.04
_18149_,7.04
_20704_,7.04
_23724_,7.035
_01830_,7.03
_01531_,7.02
_01193_,7
_02218_,7
_02327_,7
_02330_,7
_04089_,7
_05298_,7
_08971_,7
_11786_,7
_12165_,7
_12887_,7
_13163_,7
_15607_,7
_15869_,7
_18014_,7
_19033_,7
_20856_,7
_21770_,7
_21943_,7
_23180_,7
_24831_,7
_24851_,7
_26336_,7
_01860_,6.98
_03450_,6.98
_03790_,6.98
_04009_,6.98
_05083_,6.98
_06420_,6.98
_06589_,6.98
_07427_,6.98
_07635_,6.98
_07715_,6.98
_07862_,6.98
_08355_,6.98
_09434_,6.98
_09557_,6.98
_10421_,6.98
_10585_,6.98
_10660_,6.98
_11470_,6.98
_11617_,6.98
_11800_,6.98
_12380_,6.98
_13185_,6.98
_13433_,6.98
_14149_,6.98
_16247_,6.98
_16404_,6.98
_16700_,6.98
_17823_,6.98
_18521_,6.98
_19408_,6.98
_19840_,6.98
_20283_,6.98
_22959_,6.98
_24811_,6.98
_26088_,6.98
_26218_,6.98
u_core0.ROW\[30\].COL\[0\].u_pe.sum_out\[2\],6.98
_16740_,6.97
_03670_,6.96
_05473_,6.96
_05864_,6.96
_08273_,6.96
_08321_,6.96
_09670_,6.96
_10398_,6.96
_12699_,6.96
_13160_,6.96
_13374_,6.96
_14655_,6.96
_16903_,6.96
_17133_,6.96
_20014_,6.96
_20624_,6.96
_22132_,6.96
_01753_,6.955
_05370_,6.945
_00285_,6.94
_00942_,6.94
_03103_,6.94
_03122_,6.94
_03477_,6.94
_03889_,6.94
_08927_,6.94
_10863_,6.94
_12747_,6.94
_13047_,6.94
_13516_,6.94
_14052_,6.94
_15822_,6.94
_17336_,6.94
_17573_,6.94
_17577_,6.94
_18766_,6.94
_24278_,6.94
_25787_,6.94
_26566_,6.94
net967,6.94
_03000_,6.935
u_core0.ROW\[12\].COL\[1\].u_pe.sum_out\[7\],6.935
_07124_,6.93
_02894_,6.92
_03022_,6.92
_18075_,6.92
_20958_,6.92
_23196_,6.92
_00316_,6.905
_07399_,6.9
_07409_,6.9
_07827_,6.9
_12877_,6.9
_22291_,6.9
_04930_,6.89
_03798_,6.88
_11818_,6.88
_15093_,6.88
_15593_,6.88
_18307_,6.88
_18730_,6.88
_18815_,6.88
_18862_,6.88
_20385_,6.88
_20857_,6.88
_25528_,6.88
_20822_,6.87
_01322_,6.86
_01685_,6.86
_02811_,6.86
_03039_,6.86
_03688_,6.86
_03972_,6.86
_04326_,6.86
_04496_,6.86
_04902_,6.86
_04962_,6.86
_04979_,6.86
_05784_,6.86
_07001_,6.86
_07050_,6.86
_07438_,6.86
_07950_,6.86
_09759_,6.86
_10741_,6.86
_11039_,6.86
_11705_,6.86
_12633_,6.86
_12683_,6.86
_12855_,6.86
_13059_,6.86
_13077_,6.86
_14012_,6.86
_14425_,6.86
_14591_,6.86
_15001_,6.86
_17809_,6.86
_17884_,6.86
_19431_,6.86
_19653_,6.86
_21040_,6.86
_21423_,6.86
_22192_,6.86
_22438_,6.86
_22655_,6.86
_22929_,6.86
_23383_,6.86
_24097_,6.86
_24290_,6.86
_25037_,6.86
_25766_,6.86
_00237_,6.84
_00371_,6.84
_02452_,6.84
_05557_,6.84
_05581_,6.84
_08304_,6.84
_09067_,6.84
_12234_,6.84
_13219_,6.84
_15129_,6.84
_23097_,6.84
_26398_,6.84
_11959_,6.83
_15975_,6.83
_00622_,6.82
_05666_,6.82
_13229_,6.82
_13420_,6.82
_14205_,6.82
_15110_,6.82
_17066_,6.82
_25300_,6.82
_16814_,6.815
_00117_,6.805
_17001_,6.8
_13220_,6.79
_00071_,6.78
_00493_,6.78
_01090_,6.78
_01337_,6.78
_01405_,6.78
_01543_,6.78
_01665_,6.78
_01959_,6.78
_02474_,6.78
_04065_,6.78
_04416_,6.78
_05467_,6.78
_05531_,6.78
_09971_,6.78
_10253_,6.78
_11445_,6.78
_14784_,6.78
_15704_,6.78
_16621_,6.78
_17531_,6.78
_17647_,6.78
_17868_,6.78
_18597_,6.78
_18759_,6.78
_18792_,6.78
_19961_,6.78
_20133_,6.78
_23631_,6.78
_23642_,6.78
_24724_,6.78
_25031_,6.78
_26573_,6.78
_26607_,6.78
u_core0.ROW\[11\].COL\[0\].u_pe.sum_out\[16\],6.78
u_core0.ROW\[13\].COL\[0\].u_pe.sum_out\[0\],6.78
net11,6.78
_10110_,6.775
_17231_,6.765
_00366_,6.76
_01003_,6.76
_01136_,6.76
_02077_,6.76
_02130_,6.76
_02221_,6.76
_02253_,6.76
_02516_,6.76
_02535_,6.76
_03611_,6.76
_03949_,6.76
_04012_,6.76
_04199_,6.76
_04210_,6.76
_04853_,6.76
_05303_,6.76
_05453_,6.76
_06009_,6.76
_06163_,6.76
_06328_,6.76
_06880_,6.76
_07116_,6.76
_07974_,6.76
_08167_,6.76
_08182_,6.76
_08216_,6.76
_08602_,6.76
_09022_,6.76
_09413_,6.76
_09718_,6.76
_10037_,6.76
_10067_,6.76
_10550_,6.76
_10631_,6.76
_11521_,6.76
_12079_,6.76
_12509_,6.76
_12608_,6.76
_13041_,6.76
_13293_,6.76
_13596_,6.76
_13763_,6.76
_13805_,6.76
_14527_,6.76
_14529_,6.76
_14553_,6.76
_14877_,6.76
_15357_,6.76
_15654_,6.76
_15693_,6.76
_15694_,6.76
_15876_,6.76
_16116_,6.76
_16649_,6.76
_17355_,6.76
_17440_,6.76
_18171_,6.76
_18359_,6.76
_18567_,6.76
_18573_,6.76
_18821_,6.76
_18957_,6.76
_19003_,6.76
_19179_,6.76
_19825_,6.76
_20040_,6.76
_20050_,6.76
_20574_,6.76
_21017_,6.76
_21380_,6.76
_21609_,6.76
_22387_,6.76
_22652_,6.76
_23952_,6.76
_24045_,6.76
_24145_,6.76
_24297_,6.76
_25095_,6.76
_25620_,6.76
_26407_,6.76
net928,6.76
_03669_,6.74
_03887_,6.74
_04042_,6.74
_04332_,6.74
_06849_,6.74
_07054_,6.74
_08463_,6.74
_10341_,6.74
_10546_,6.74
_10984_,6.74
_11313_,6.74
_11385_,6.74
_11919_,6.74
_12412_,6.74
_13344_,6.74
_13550_,6.74
_13849_,6.74
_14047_,6.74
_14708_,6.74
_15126_,6.74
_15762_,6.74
_16810_,6.74
_16870_,6.74
_17298_,6.74
_18811_,6.74
_19051_,6.74
_20338_,6.74
_23101_,6.74
_23933_,6.74
_24388_,6.74
_24554_,6.74
_26822_,6.74
_26933_,6.74
net915,6.74
_05649_,6.725
_00209_,6.72
_01208_,6.72
_01246_,6.72
_01351_,6.72
_01874_,6.72
_02144_,6.72
_02763_,6.72
_02779_,6.72
_02821_,6.72
_02934_,6.72
_04519_,6.72
_04668_,6.72
_05181_,6.72
_05325_,6.72
_05332_,6.72
_05416_,6.72
_06109_,6.72
_06675_,6.72
_06768_,6.72
_07156_,6.72
_07159_,6.72
_07481_,6.72
_07712_,6.72
_08636_,6.72
_08698_,6.72
_09068_,6.72
_09272_,6.72
_09285_,6.72
_10138_,6.72
_10155_,6.72
_10160_,6.72
_11027_,6.72
_11181_,6.72
_11953_,6.72
_12687_,6.72
_12688_,6.72
_13206_,6.72
_13556_,6.72
_14874_,6.72
_14921_,6.72
_15535_,6.72
_15998_,6.72
_16115_,6.72
_16344_,6.72
_16381_,6.72
_16508_,6.72
_16525_,6.72
_16547_,6.72
_16601_,6.72
_16616_,6.72
_16951_,6.72
_17341_,6.72
_17721_,6.72
_18076_,6.72
_18218_,6.72
_18647_,6.72
_19568_,6.72
_19601_,6.72
_20149_,6.72
_20235_,6.72
_20381_,6.72
_20483_,6.72
_21339_,6.72
_21390_,6.72
_22040_,6.72
_22069_,6.72
_22266_,6.72
_22373_,6.72
_23465_,6.72
_23520_,6.72
_24057_,6.72
_24172_,6.72
_24441_,6.72
_24710_,6.72
_25046_,6.72
_25054_,6.72
_25857_,6.72
_26335_,6.72
_26634_,6.72
_26752_,6.72
net732,6.72
net798,6.72
_00590_,6.7
_01133_,6.7
_03336_,6.7
_11032_,6.7
_13952_,6.7
_15308_,6.7
_15897_,6.7
_18085_,6.7
_18946_,6.7
_22379_,6.7
_18789_,6.69
_11163_,6.665
_01130_,6.66
_01230_,6.66
_02021_,6.66
_02100_,6.66
_03526_,6.66
_04549_,6.66
_04858_,6.66
_04950_,6.66
_07613_,6.66
_08119_,6.66
_10367_,6.66
_10811_,6.66
_12890_,6.66
_14098_,6.66
_14741_,6.66
_15802_,6.66
_16558_,6.66
_21646_,6.66
_21683_,6.66
_22391_,6.66
_23404_,6.66
_25569_,6.66
_25944_,6.66
_26714_,6.66
net954,6.66
_04444_,6.65
_06166_,6.65
_12910_,6.65
_13858_,6.65
_00078_,6.64
_00790_,6.64
_01555_,6.64
_01850_,6.64
_02150_,6.64
_02583_,6.64
_03508_,6.64
_03713_,6.64
_03828_,6.64
_04526_,6.64
_04903_,6.64
_04928_,6.64
_04931_,6.64
_05205_,6.64
_05553_,6.64
_05669_,6.64
_05826_,6.64
_06810_,6.64
_06932_,6.64
_07946_,6.64
_08008_,6.64
_08090_,6.64
_08485_,6.64
_08706_,6.64
_08886_,6.64
_09343_,6.64
_09447_,6.64
_09596_,6.64
_09980_,6.64
_10163_,6.64
_11302_,6.64
_11349_,6.64
_11463_,6.64
_11743_,6.64
_12632_,6.64
_12651_,6.64
_12982_,6.64
_13094_,6.64
_13143_,6.64
_13721_,6.64
_13939_,6.64
_14170_,6.64
_14463_,6.64
_14479_,6.64
_14775_,6.64
_14803_,6.64
_15133_,6.64
_15253_,6.64
_16767_,6.64
_17157_,6.64
_17865_,6.64
_19122_,6.64
_19361_,6.64
_19712_,6.64
_19844_,6.64
_19983_,6.64
_20215_,6.64
_21503_,6.64
_21678_,6.64
_21768_,6.64
_21854_,6.64
_22402_,6.64
_22799_,6.64
_23328_,6.64
_23392_,6.64
_23824_,6.64
_23920_,6.64
_24767_,6.64
_24769_,6.64
_24776_,6.64
_25265_,6.64
_25344_,6.64
_25547_,6.64
_25595_,6.64
_25653_,6.64
_25874_,6.64
_26227_,6.64
_26405_,6.64
u_core0.ROW\[5\].COL\[0\].u_pe.sum_out\[1\],6.64
net670,6.64
net697,6.64
_01390_,6.62
_03108_,6.62
_06487_,6.62
_06893_,6.62
_07501_,6.62
_08983_,6.62
_09857_,6.62
_10511_,6.62
_12728_,6.62
_12779_,6.62
_14841_,6.62
_15199_,6.62
_16553_,6.62
_16830_,6.62
_20124_,6.62
_20441_,6.62
_21175_,6.62
_21608_,6.62
_22180_,6.62
_23137_,6.62
u_core0.ROW\[30\].COL\[0\].u_pe.sum_out\[9\],6.62
net716,6.62
_00267_,6.6
_01022_,6.6
_01823_,6.6
_01892_,6.6
_02954_,6.6
_03537_,6.6
_03985_,6.6
_04251_,6.6
_04374_,6.6
_04713_,6.6
_04753_,6.6
_04898_,6.6
_05291_,6.6
_06274_,6.6
_06846_,6.6
_07649_,6.6
_07894_,6.6
_08237_,6.6
_09487_,6.6
_09729_,6.6
_10483_,6.6
_10632_,6.6
_11488_,6.6
_11660_,6.6
_11780_,6.6
_12109_,6.6
_12196_,6.6
_12227_,6.6
_12332_,6.6
_12371_,6.6
_12493_,6.6
_12854_,6.6
_13685_,6.6
_14513_,6.6
_14583_,6.6
_14816_,6.6
_15213_,6.6
_15331_,6.6
_15550_,6.6
_15877_,6.6
_15888_,6.6
_15935_,6.6
_16987_,6.6
_17661_,6.6
_18720_,6.6
_18771_,6.6
_19001_,6.6
_20250_,6.6
_20252_,6.6
_20296_,6.6
_20638_,6.6
_20912_,6.6
_21421_,6.6
_21902_,6.6
_21980_,6.6
_23286_,6.6
_23472_,6.6
_23981_,6.6
_23991_,6.6
_24626_,6.6
_24679_,6.6
_25452_,6.6
_25709_,6.6
_26966_,6.6
u_core0.ROW\[18\].COL\[0\].u_pe.sum_out\[19\],6.6
net745,6.6
net1010,6.6
_13355_,6.59
_02791_,6.58
_05854_,6.58
_15592_,6.58
_23322_,6.58
_26659_,6.58
_04799_,6.57
_17974_,6.57
_24623_,6.57
_07746_,6.56
_01083_,6.54
_01486_,6.54
_01826_,6.54
_06587_,6.54
_08043_,6.54
_10041_,6.54
_13234_,6.54
_13573_,6.54
_13902_,6.54
_17513_,6.54
_21857_,6.54
_22981_,6.54
_23786_,6.54
_23795_,6.54
_26128_,6.54
net4,6.54
net26,6.54
_23379_,6.53
_00037_,6.52
_01092_,6.52
_02861_,6.52
_02863_,6.52
_03482_,6.52
_03678_,6.52
_05271_,6.52
_05318_,6.52
_05542_,6.52
_06104_,6.52
_06606_,6.52
_06936_,6.52
_08919_,6.52
_09473_,6.52
_10264_,6.52
_10290_,6.52
_11149_,6.52
_11269_,6.52
_11554_,6.52
_11909_,6.52
_12203_,6.52
_12219_,6.52
_12482_,6.52
_13545_,6.52
_14060_,6.52
_14079_,6.52
_14997_,6.52
_15072_,6.52
_15831_,6.52
_15984_,6.52
_16068_,6.52
_16498_,6.52
_16549_,6.52
_16575_,6.52
_17427_,6.52
_17438_,6.52
_17706_,6.52
_19494_,6.52
_19855_,6.52
_20007_,6.52
_20134_,6.52
_20471_,6.52
_20606_,6.52
_26237_,6.52
_26904_,6.52
_07544_,6.51
_04406_,6.5
_04616_,6.5
_06975_,6.5
_07587_,6.5
_08681_,6.5
_11476_,6.5
_12614_,6.5
_13874_,6.5
_14142_,6.5
_14817_,6.5
_15296_,6.5
_17007_,6.5
_21853_,6.5
_22621_,6.5
_23288_,6.5
_23535_,6.5
_24938_,6.5
_26942_,6.5
_00012_,6.48
_00415_,6.48
_01362_,6.48
_02205_,6.48
_03410_,6.48
_04055_,6.48
_04261_,6.48
_05641_,6.48
_07263_,6.48
_09464_,6.48
_10279_,6.48
_11611_,6.48
_20572_,6.48
_22520_,6.48
_22766_,6.48
_24412_,6.48
_25155_,6.48
_25624_,6.48
_26569_,6.48
u_core0.ROW\[16\].COL\[0\].u_pe.sum_out\[8\],6.48
_05468_,6.47
_12192_,6.47
_16864_,6.47
_23478_,6.46
_25232_,6.46
_00005_,6.445
_04568_,6.44
_05432_,6.44
_06878_,6.44
_07706_,6.44
_08914_,6.44
_13833_,6.44
_15682_,6.44
_16745_,6.44
_16886_,6.44
_17618_,6.44
_19829_,6.44
_22208_,6.44
_23456_,6.44
_04777_,6.43
_26260_,6.43
_00261_,6.42
_00761_,6.42
_01446_,6.42
_02306_,6.42
_05127_,6.42
_07274_,6.42
_07945_,6.42
_09028_,6.42
_09436_,6.42
_09746_,6.42
_09934_,6.42
_12293_,6.42
_17279_,6.42
_17318_,6.42
_17530_,6.42
_19798_,6.42
_22408_,6.42
_23219_,6.42
_26888_,6.42
_01944_,6.4
_01994_,6.4
_02864_,6.4
_03929_,6.4
_04503_,6.4
_05558_,6.4
_06281_,6.4
_06499_,6.4
_06682_,6.4
_07189_,6.4
_08459_,6.4
_08464_,6.4
_09148_,6.4
_09542_,6.4
_09700_,6.4
_09839_,6.4
_10871_,6.4
_11779_,6.4
_12286_,6.4
_12562_,6.4
_13569_,6.4
_13990_,6.4
_15750_,6.4
_16348_,6.4
_17287_,6.4
_17325_,6.4
_18230_,6.4
_18251_,6.4
_18524_,6.4
_18883_,6.4
_19046_,6.4
_19112_,6.4
_19197_,6.4
_19692_,6.4
_19754_,6.4
_19755_,6.4
_20280_,6.4
_20541_,6.4
_20869_,6.4
_21055_,6.4
_21415_,6.4
_21714_,6.4
_22053_,6.4
_22731_,6.4
_22815_,6.4
_23518_,6.4
_23676_,6.4
_24242_,6.4
_24642_,6.4
_25062_,6.4
_25063_,6.4
_25128_,6.4
_25699_,6.4
_25864_,6.4
_26413_,6.4
_26415_,6.4
_26465_,6.4
_26491_,6.4
u_core0.ROW\[0\].COL\[0\].u_pe.sum_out\[11\],6.4
u_core0.ROW\[12\].COL\[0\].u_pe.sum_out\[18\],6.4
_26345_,6.395
_22016_,6.39
_00211_,6.38
_00212_,6.38
_00355_,6.38
_00478_,6.38
_00773_,6.38
_00858_,6.38
_00943_,6.38
_01613_,6.38
_03886_,6.38
_04427_,6.38
_04894_,6.38
_05246_,6.38
_09053_,6.38
_15960_,6.38
_16450_,6.38
_17906_,6.38
_18499_,6.38
_20310_,6.38
_20826_,6.38
u_core0.ROW\[10\].COL\[0\].u_pe.a_out\[0\],6.38
_00477_,6.36
_02852_,6.36
_03342_,6.36
_05383_,6.36
_13608_,6.36
_14326_,6.36
_15341_,6.36
_18240_,6.36
_20407_,6.36
_23880_,6.36
_17410_,6.355
_22865_,6.355
_01790_,6.32
_01878_,6.32
_01950_,6.32
_02110_,6.32
_02456_,6.32
_03188_,6.32
_03733_,6.32
_04345_,6.32
_07032_,6.32
_07691_,6.32
_08035_,6.32
_08317_,6.32
_09516_,6.32
_09591_,6.32
_09942_,6.32
_10281_,6.32
_11501_,6.32
_11929_,6.32
_12206_,6.32
_12882_,6.32
_13449_,6.32
_13698_,6.32
_13742_,6.32
_14617_,6.32
_15116_,6.32
_15385_,6.32
_15471_,6.32
_15601_,6.32
_15887_,6.32
_16416_,6.32
_16485_,6.32
_18357_,6.32
_19259_,6.32
_19675_,6.32
_21176_,6.32
_22454_,6.32
_23290_,6.32
_23635_,6.32
_23948_,6.32
_24784_,6.32
_25227_,6.32
_25551_,6.32
_25968_,6.32
_26444_,6.32
_26749_,6.32
_26778_,6.32
u_core0.ROW\[10\].COL\[1\].u_pe.sum_in\[1\],6.32
_00904_,6.3
_01138_,6.3
_01533_,6.3
_01683_,6.3
_01965_,6.3
_02113_,6.3
_02595_,6.3
_02819_,6.3
_02834_,6.3
_02911_,6.3
_04113_,6.3
_04135_,6.3
_04300_,6.3
_04397_,6.3
_04430_,6.3
_04449_,6.3
_04605_,6.3
_04974_,6.3
_05003_,6.3
_05187_,6.3
_05270_,6.3
_05319_,6.3
_05501_,6.3
_05831_,6.3
_06222_,6.3
_06282_,6.3
_06355_,6.3
_07225_,6.3
_07867_,6.3
_07868_,6.3
_08180_,6.3
_08191_,6.3
_08316_,6.3
_08790_,6.3
_09956_,6.3
_09973_,6.3
_09977_,6.3
_10038_,6.3
_10075_,6.3
_10400_,6.3
_10547_,6.3
_10713_,6.3
_10891_,6.3
_11129_,6.3
_11346_,6.3
_11799_,6.3
_12006_,6.3
_12032_,6.3
_12076_,6.3
_12162_,6.3
_12233_,6.3
_12451_,6.3
_12637_,6.3
_13064_,6.3
_13243_,6.3
_13408_,6.3
_13493_,6.3
_13791_,6.3
_13996_,6.3
_14496_,6.3
_15070_,6.3
_15674_,6.3
_15778_,6.3
_16126_,6.3
_16391_,6.3
_16479_,6.3
_16905_,6.3
_17212_,6.3
_17907_,6.3
_17983_,6.3
_19332_,6.3
_19474_,6.3
_19591_,6.3
_19814_,6.3
_20858_,6.3
_21588_,6.3
_21841_,6.3
_22204_,6.3
_22857_,6.3
_23830_,6.3
_24050_,6.3
_24095_,6.3
_24382_,6.3
_25056_,6.3
_25388_,6.3
_26367_,6.3
u_core0.ROW\[10\].COL\[1\].u_pe.sum_in\[5\],6.3
u_core0.ROW\[2\].COL\[0\].u_pe.sum_out\[17\],6.3
net717,6.3
net766,6.3
net831,6.3
net949,6.3
_10755_,6.295
_13792_,6.295
_13869_,6.29
_07082_,6.285
_03284_,6.28
_04491_,6.28
_04557_,6.28
_05567_,6.28
_05965_,6.28
_06637_,6.28
_07664_,6.28
_07784_,6.28
_07997_,6.28
_08569_,6.28
_09212_,6.28
_10392_,6.28
_11689_,6.28
_11822_,6.28
_11906_,6.28
_12326_,6.28
_12593_,6.28
_16362_,6.28
_17725_,6.28
_18225_,6.28
_20979_,6.28
_22938_,6.28
_24692_,6.28
_25577_,6.28
_26294_,6.28
_19824_,6.27
_01149_,6.26
_01281_,6.26
_01476_,6.26
_01638_,6.26
_01801_,6.26
_02546_,6.26
_04129_,6.26
_05342_,6.26
_05723_,6.26
_07257_,6.26
_07656_,6.26
_07873_,6.26
_07976_,6.26
_08420_,6.26
_08579_,6.26
_08809_,6.26
_08908_,6.26
_09990_,6.26
_10596_,6.26
_11076_,6.26
_11528_,6.26
_11659_,6.26
_12175_,6.26
_12503_,6.26
_13284_,6.26
_13394_,6.26
_13511_,6.26
_13720_,6.26
_14585_,6.26
_15288_,6.26
_15768_,6.26
_15828_,6.26
_16001_,6.26
_17009_,6.26
_17163_,6.26
_17644_,6.26
_17761_,6.26
_17810_,6.26
_18015_,6.26
_18116_,6.26
_18482_,6.26
_18743_,6.26
_18812_,6.26
_19142_,6.26
_19520_,6.26
_19545_,6.26
_19558_,6.26
_19637_,6.26
_19839_,6.26
_19970_,6.26
_19996_,6.26
_20234_,6.26
_20463_,6.26
_20511_,6.26
_21856_,6.26
_22711_,6.26
_22855_,6.26
_23176_,6.26
_23428_,6.26
_23997_,6.26
_24076_,6.26
_24215_,6.26
_24789_,6.26
_25461_,6.26
_25829_,6.26
_26017_,6.26
_26200_,6.26
_26571_,6.26
_26744_,6.26
u_core0.ROW\[13\].COL\[0\].u_pe.a_out\[3\],6.26
u_core0.ROW\[29\].COL\[1\].u_pe.sum_out\[9\],6.26
net30,6.26
net67,6.26
net748,6.26
_11361_,6.255
_23958_,6.255
_24810_,6.255
_24130_,6.25
_26339_,6.245
_00010_,6.24
_03576_,6.24
_04000_,6.24
_04253_,6.24
_05821_,6.24
_12214_,6.24
_15576_,6.24
_16686_,6.24
_17314_,6.24
_17652_,6.24
_22549_,6.24
_23363_,6.24
_24481_,6.24
_25004_,6.24
_17351_,6.23
_18370_,6.23
_20345_,6.23
_05081_,6.22
_10236_,6.22
_15940_,6.22
_19362_,6.21
_01152_,6.2
_01768_,6.2
_02375_,6.2
_02472_,6.2
_02851_,6.2
_02906_,6.2
_06793_,6.2
_07228_,6.2
_08623_,6.2
_09294_,6.2
_09579_,6.2
_09975_,6.2
_11199_,6.2
_13132_,6.2
_16774_,6.2
_18768_,6.2
_19289_,6.2
_20266_,6.2
_20454_,6.2
_21114_,6.2
_21336_,6.2
_22571_,6.2
_22792_,6.2
_22917_,6.2
_23504_,6.2
_24260_,6.2
_25256_,6.2
_25441_,6.2
_26159_,6.2
_26368_,6.2
_26985_,6.2
u_core0.ROW\[27\].COL\[1\].u_pe.b_out\[2\],6.2
_07042_,6.19
_24513_,6.19
_00369_,6.18
_01077_,6.18
_01184_,6.18
_01494_,6.18
_01574_,6.18
_01603_,6.18
_01642_,6.18
_01707_,6.18
_01857_,6.18
_01898_,6.18
_02050_,6.18
_02061_,6.18
_02076_,6.18
_02084_,6.18
_02431_,6.18
_02853_,6.18
_02855_,6.18
_03077_,6.18
_03140_,6.18
_03292_,6.18
_03465_,6.18
_03594_,6.18
_03860_,6.18
_03918_,6.18
_04593_,6.18
_04706_,6.18
_05734_,6.18
_05878_,6.18
_06330_,6.18
_06672_,6.18
_07178_,6.18
_07582_,6.18
_07736_,6.18
_07882_,6.18
_07917_,6.18
_08200_,6.18
_08574_,6.18
_09178_,6.18
_09471_,6.18
_09606_,6.18
_09636_,6.18
_10013_,6.18
_10255_,6.18
_11056_,6.18
_11209_,6.18
_11477_,6.18
_11512_,6.18
_11593_,6.18
_11798_,6.18
_13115_,6.18
_13245_,6.18
_13549_,6.18
_13776_,6.18
_13940_,6.18
_13941_,6.18
_14207_,6.18
_14964_,6.18
_15234_,6.18
_15735_,6.18
_15861_,6.18
_16423_,6.18
_16822_,6.18
_18112_,6.18
_18408_,6.18
_18512_,6.18
_18683_,6.18
_18731_,6.18
_19166_,6.18
_19406_,6.18
_20281_,6.18
_20650_,6.18
_21696_,6.18
_22428_,6.18
_22547_,6.18
_22662_,6.18
_22779_,6.18
_22866_,6.18
_23100_,6.18
_23840_,6.18
_23888_,6.18
_24168_,6.18
_24195_,6.18
_24393_,6.18
_24530_,6.18
_24870_,6.18
_25565_,6.18
_25746_,6.18
_25924_,6.18
_26020_,6.18
_26143_,6.18
_26582_,6.18
_26665_,6.18
_26816_,6.18
u_core0.ROW\[0\].COL\[0\].u_pe.sum_out\[15\],6.18
u_core0.ROW\[12\].COL\[0\].u_pe.sum_out\[19\],6.18
u_core0.ROW\[21\].COL\[0\].u_pe.sum_out\[0\],6.18
net1009,6.18
_23014_,6.175
_00697_,6.16
_01044_,6.16
_05147_,6.16
_08546_,6.16
_08588_,6.16
_08736_,6.16
_10242_,6.16
_11671_,6.16
_12419_,6.16
_13100_,6.16
_13957_,6.16
_14024_,6.16
_16776_,6.16
_17406_,6.16
_18009_,6.16
_18163_,6.16
_19319_,6.16
_19874_,6.16
_20213_,6.16
_20473_,6.16
_22039_,6.16
_24479_,6.16
_24730_,6.16
_25557_,6.16
_26625_,6.16
_03175_,6.155
_17230_,6.155
_00936_,6.145
_01051_,6.14
_01080_,6.14
_01160_,6.14
_01207_,6.14
_01514_,6.14
_01723_,6.14
_01725_,6.14
_02043_,6.14
_02808_,6.14
_03470_,6.14
_04066_,6.14
_04791_,6.14
_05024_,6.14
_05269_,6.14
_05409_,6.14
_06097_,6.14
_06202_,6.14
_08431_,6.14
_09174_,6.14
_09299_,6.14
_09398_,6.14
_09638_,6.14
_09688_,6.14
_09757_,6.14
_09832_,6.14
_09835_,6.14
_10035_,6.14
_10815_,6.14
_10894_,6.14
_11012_,6.14
_11198_,6.14
_11333_,6.14
_12443_,6.14
_12629_,6.14
_12908_,6.14
_13774_,6.14
_13951_,6.14
_14058_,6.14
_14852_,6.14
_15103_,6.14
_15523_,6.14
_15635_,6.14
_16171_,6.14
_16230_,6.14
_16302_,6.14
_16387_,6.14
_18285_,6.14
_18772_,6.14
_18978_,6.14
_19107_,6.14
_19129_,6.14
_19150_,6.14
_19491_,6.14
_19585_,6.14
_20159_,6.14
_20179_,6.14
_20187_,6.14
_20203_,6.14
_20204_,6.14
_20429_,6.14
_20754_,6.14
_21003_,6.14
_21119_,6.14
_21405_,6.14
_21802_,6.14
_22702_,6.14
_22901_,6.14
_23135_,6.14
_23214_,6.14
_23646_,6.14
_23876_,6.14
_24179_,6.14
_24192_,6.14
_24375_,6.14
_24612_,6.14
_25444_,6.14
_26614_,6.14
_27017_,6.14
_27018_,6.14
u_core0.ROW\[11\].COL\[0\].u_pe.a_out\[7\],6.14
u_core0.ROW\[16\].COL\[0\].u_pe.sum_out\[13\],6.14
u_core0.ROW\[22\].COL\[1\].u_pe.sum_out\[0\],6.14
u_core0.ROW\[29\].COL\[1\].u_pe.sum_out\[1\],6.14
net842,6.14
net961,6.14
net987,6.14
_05948_,6.12
_02816_,6.115
_17642_,6.1
_11693_,6.09
_12599_,6.085
_04409_,6.08
_05804_,6.08
_07043_,6.08
_07904_,6.08
_07922_,6.08
_10836_,6.08
_12752_,6.08
_14607_,6.08
_14766_,6.08
_14783_,6.08
_17362_,6.08
_18624_,6.08
_18746_,6.08
_19127_,6.08
_19163_,6.08
_19693_,6.08
_20316_,6.08
_22117_,6.08
_25182_,6.08
_26486_,6.08
_26673_,6.08
_01049_,6.06
_02965_,6.06
_03522_,6.06
_03799_,6.06
_04059_,6.06
_06203_,6.06
_06425_,6.06
_06570_,6.06
_08362_,6.06
_08595_,6.06
_11522_,6.06
_12128_,6.06
_12405_,6.06
_12548_,6.06
_13277_,6.06
_13365_,6.06
_13512_,6.06
_13731_,6.06
_14042_,6.06
_14782_,6.06
_14989_,6.06
_15059_,6.06
_15382_,6.06
_15966_,6.06
_16209_,6.06
_16436_,6.06
_16861_,6.06
_17029_,6.06
_17265_,6.06
_17736_,6.06
_18248_,6.06
_18297_,6.06
_18517_,6.06
_18610_,6.06
_19205_,6.06
_19321_,6.06
_19527_,6.06
_19802_,6.06
_21117_,6.06
_21884_,6.06
_22119_,6.06
_22415_,6.06
_23815_,6.06
_24470_,6.06
_25876_,6.06
_26064_,6.06
_26119_,6.06
_26410_,6.06
u_core0.ROW\[14\].COL\[0\].u_pe.sum_out\[0\],6.06
