net,length_um
net958,6.06
net1032,6.06
_03531_,6.05
_13256_,6.05
_03567_,6.04
_04511_,6.04
_04896_,6.04
_05569_,6.04
_06075_,6.04
_06774_,6.04
_09882_,6.04
_11711_,6.04
_14074_,6.04
_17149_,6.04
_17271_,6.04
_18492_,6.04
_18734_,6.04
_21475_,6.04
_21546_,6.04
_23204_,6.04
_23912_,6.04
_24372_,6.04
_25092_,6.04
_25135_,6.04
_26063_,6.04
net31,6.04
_01799_,6.02
_01806_,6.02
_02590_,6.02
_03899_,6.02
_05010_,6.02
_06062_,6.02
_07077_,6.02
_07181_,6.02
_08891_,6.02
_10538_,6.02
_12216_,6.02
_16551_,6.02
_16643_,6.02
_20652_,6.02
_21095_,6.02
_21849_,6.02
_22037_,6.02
_22982_,6.02
_23896_,6.02
_26172_,6.02
_26680_,6.02
_19668_,6.01
_04371_,6.005
_05459_,6
_03530_,5.98
_03996_,5.98
_04114_,5.98
_05589_,5.98
_05874_,5.98
_12611_,5.98
_16023_,5.98
_16117_,5.98
_16560_,5.98
_24399_,5.98
_13353_,5.97
_00115_,5.96
_00365_,5.96
_01014_,5.96
_01327_,5.96
_03775_,5.96
_03841_,5.96
_03923_,5.96
_04779_,5.96
_06971_,5.96
_07084_,5.96
_07727_,5.96
_11134_,5.96
_11698_,5.96
_16743_,5.96
_23964_,5.96
_24442_,5.96
_25114_,5.96
_25226_,5.96
_26661_,5.96
_06338_,5.95
_11828_,5.95
_22206_,5.95
_25326_,5.95
_00358_,5.94
_00897_,5.94
_01254_,5.94
_01408_,5.94
_03031_,5.94
_03234_,5.94
_04302_,5.94
_04307_,5.94
_04418_,5.94
_04756_,5.94
_05321_,5.94
_05619_,5.94
_05687_,5.94
_06162_,5.94
_06352_,5.94
_08277_,5.94
_09608_,5.94
_09972_,5.94
_11923_,5.94
_12407_,5.94
_12734_,5.94
_12999_,5.94
_13039_,5.94
_13944_,5.94
_13974_,5.94
_15042_,5.94
_15377_,5.94
_15543_,5.94
_16168_,5.94
_16520_,5.94
_18134_,5.94
_18539_,5.94
_18867_,5.94
_19270_,5.94
_19396_,5.94
_19605_,5.94
_19772_,5.94
_19893_,5.94
_20080_,5.94
_20443_,5.94
_20539_,5.94
_20948_,5.94
_21417_,5.94
_21566_,5.94
_22024_,5.94
_23674_,5.94
_25619_,5.94
_26133_,5.94
_26880_,5.94
_10746_,5.93
_17319_,5.925
_00197_,5.92
_00373_,5.92
_00625_,5.92
_03905_,5.92
_03922_,5.92
_08107_,5.92
_10633_,5.92
_11173_,5.92
_12046_,5.92
_12457_,5.92
_19723_,5.92
_21504_,5.92
_01189_,5.9
_01848_,5.9
_05931_,5.9
_06906_,5.9
_11996_,5.9
_12806_,5.9
_19144_,5.9
_22193_,5.9
net746,5.9
net1044,5.9
_16624_,5.88
_00076_,5.86
_01769_,5.86
_02089_,5.86
_02616_,5.86
_03588_,5.86
_05122_,5.86
_05228_,5.86
_05294_,5.86
_05505_,5.86
_05681_,5.86
_06234_,5.86
_07208_,5.86
_07297_,5.86
_08005_,5.86
_08424_,5.86
_08743_,5.86
_08984_,5.86
_09281_,5.86
_10364_,5.86
_11568_,5.86
_12689_,5.86
_12825_,5.86
_14500_,5.86
_15063_,5.86
_15427_,5.86
_15560_,5.86
_15739_,5.86
_16414_,5.86
_16493_,5.86
_16613_,5.86
_17014_,5.86
_17501_,5.86
_18443_,5.86
_19388_,5.86
_19783_,5.86
_20522_,5.86
_21285_,5.86
_22074_,5.86
_23871_,5.86
_24333_,5.86
_25354_,5.86
_25672_,5.86
_25773_,5.86
_26039_,5.86
_26943_,5.86
_14838_,5.85
_20946_,5.85
_15964_,5.845
_00015_,5.84
_01040_,5.84
_01114_,5.84
_01124_,5.84
_01345_,5.84
_01378_,5.84
_01394_,5.84
_01417_,5.84
_01897_,5.84
_02261_,5.84
_02351_,5.84
_02524_,5.84
_02601_,5.84
_02968_,5.84
_03183_,5.84
_03548_,5.84
_03738_,5.84
_03754_,5.84
_03817_,5.84
_04161_,5.84
_04288_,5.84
_04599_,5.84
_05696_,5.84
_05702_,5.84
_05760_,5.84
_05809_,5.84
_05918_,5.84
_06347_,5.84
_06916_,5.84
_07199_,5.84
_07390_,5.84
_08329_,5.84
_08552_,5.84
_08841_,5.84
_09258_,5.84
_09329_,5.84
_09406_,5.84
_09965_,5.84
_10136_,5.84
_10418_,5.84
_10627_,5.84
_10963_,5.84
_11107_,5.84
_11665_,5.84
_12392_,5.84
_12428_,5.84
_12639_,5.84
_12869_,5.84
_13200_,5.84
_13431_,5.84
_13460_,5.84
_13558_,5.84
_13843_,5.84
_14412_,5.84
_14551_,5.84
_14677_,5.84
_15402_,5.84
_16093_,5.84
_16687_,5.84
_16998_,5.84
_17067_,5.84
_17233_,5.84
_17343_,5.84
_17857_,5.84
_17873_,5.84
_17874_,5.84
_18274_,5.84
_18527_,5.84
_18898_,5.84
_18994_,5.84
_19054_,5.84
_19170_,5.84
_19211_,5.84
_19378_,5.84
_19512_,5.84
_20223_,5.84
_20569_,5.84
_20761_,5.84
_21220_,5.84
_21372_,5.84
_22044_,5.84
_22838_,5.84
_23002_,5.84
_23802_,5.84
_23892_,5.84
_24000_,5.84
_24369_,5.84
_24641_,5.84
_25130_,5.84
_25164_,5.84
_25212_,5.84
_25929_,5.84
_26181_,5.84
_26310_,5.84
_26519_,5.84
_26546_,5.84
_27021_,5.84
_27024_,5.84
_00518_,5.82
_03558_,5.82
_05022_,5.82
_06840_,5.82
_07045_,5.82
_07301_,5.82
_07627_,5.82
_07689_,5.82
_07941_,5.82
_08897_,5.82
_09264_,5.82
_09779_,5.82
_10237_,5.82
_11161_,5.82
_11902_,5.82
_12739_,5.82
_13170_,5.82
_13172_,5.82
_13240_,5.82
_14597_,5.82
_15714_,5.82
_15919_,5.82
_16435_,5.82
_16637_,5.82
_16701_,5.82
_16737_,5.82
_19307_,5.82
_21207_,5.82
_21798_,5.82
_23534_,5.82
_24117_,5.82
_24937_,5.82
_25180_,5.82
u_core0.ROW\[16\].COL\[0\].u_pe.sum_out\[5\],5.82
_07749_,5.81
_13264_,5.81
_20565_,5.81
_22093_,5.81
_00109_,5.8
_00128_,5.8
_00868_,5.8
_01106_,5.8
_01511_,5.8
_01519_,5.8
_02337_,5.8
_02783_,5.8
_03120_,5.8
_03139_,5.8
_03184_,5.8
_03258_,5.8
_03264_,5.8
_03704_,5.8
_03776_,5.8
_04736_,5.8
_04895_,5.8
_05195_,5.8
_05629_,5.8
_05882_,5.8
_07035_,5.8
_07299_,5.8
_07318_,5.8
_07509_,5.8
_07523_,5.8
_07604_,5.8
_08109_,5.8
_08879_,5.8
_09065_,5.8
_09235_,5.8
_09370_,5.8
_09649_,5.8
_10103_,5.8
_10151_,5.8
_10221_,5.8
_10516_,5.8
_10594_,5.8
_11373_,5.8
_11504_,5.8
_12036_,5.8
_12311_,5.8
_12313_,5.8
_12422_,5.8
_13274_,5.8
_13387_,5.8
_15582_,5.8
_15706_,5.8
_16229_,5.8
_17239_,5.8
_17247_,5.8
_17542_,5.8
_18379_,5.8
_18979_,5.8
_19472_,5.8
_20240_,5.8
_20694_,5.8
_21062_,5.8
_21569_,5.8
_21643_,5.8
_21647_,5.8
_21933_,5.8
_21948_,5.8
_22186_,5.8
_22441_,5.8
_22795_,5.8
_23032_,5.8
_23302_,5.8
_23632_,5.8
_24151_,5.8
_24726_,5.8
_25141_,5.8
_25768_,5.8
_26439_,5.8
_26669_,5.8
_26953_,5.8
_15479_,5.79
_25064_,5.79
_03610_,5.78
_06180_,5.78
_11608_,5.78
_16307_,5.78
_17118_,5.78
_01276_,5.77
_14681_,5.77
_18458_,5.745
_00075_,5.74
_01641_,5.74
_02009_,5.74
_02324_,5.74
_02636_,5.74
_02998_,5.74
_03504_,5.74
_03661_,5.74
_03768_,5.74
_03945_,5.74
_04194_,5.74
_04596_,5.74
_05382_,5.74
_05480_,5.74
_06381_,5.74
_07463_,5.74
_07625_,5.74
_07800_,5.74
_08042_,5.74
_09110_,5.74
_09586_,5.74
_09992_,5.74
_11040_,5.74
_12301_,5.74
_12359_,5.74
_12696_,5.74
_13151_,5.74
_13269_,5.74
_13459_,5.74
_13705_,5.74
_14197_,5.74
_14540_,5.74
_14865_,5.74
_15777_,5.74
_16069_,5.74
_16325_,5.74
_16916_,5.74
_16920_,5.74
_17114_,5.74
_17437_,5.74
_18503_,5.74
_18870_,5.74
_18944_,5.74
_19630_,5.74
_19863_,5.74
_20093_,5.74
_20164_,5.74
_20277_,5.74
_20640_,5.74
_21147_,5.74
_21230_,5.74
_21689_,5.74
_22218_,5.74
_23556_,5.74
_23776_,5.74
_24263_,5.74
_24737_,5.74
_25823_,5.74
_25928_,5.74
_26388_,5.74
_26456_,5.74
_26576_,5.74
net699,5.74
net707,5.74
_24330_,5.725
_00591_,5.72
_01089_,5.72
_01270_,5.72
_01401_,5.72
_01475_,5.72
_01516_,5.72
_01522_,5.72
_01525_,5.72
_01816_,5.72
_01862_,5.72
_02338_,5.72
_02937_,5.72
_03037_,5.72
_03083_,5.72
_03307_,5.72
_03415_,5.72
_03422_,5.72
_03761_,5.72
_03764_,5.72
_03792_,5.72
_03900_,5.72
_03994_,5.72
_04133_,5.72
_04222_,5.72
_04440_,5.72
_04638_,5.72
_04975_,5.72
_05304_,5.72
_05388_,5.72
_05481_,5.72
_05631_,5.72
_05879_,5.72
_06268_,5.72
_06415_,5.72
_06556_,5.72
_06713_,5.72
_06811_,5.72
_07275_,5.72
_07617_,5.72
_07619_,5.72
_07653_,5.72
_07846_,5.72
_08491_,5.72
_08599_,5.72
_08692_,5.72
_08943_,5.72
_09089_,5.72
_09183_,5.72
_09412_,5.72
_09443_,5.72
_09642_,5.72
_10812_,5.72
_11142_,5.72
_11234_,5.72
_11255_,5.72
_11536_,5.72
_11540_,5.72
_11621_,5.72
_11745_,5.72
_11826_,5.72
_11886_,5.72
_12258_,5.72
_12400_,5.72
_12700_,5.72
_12893_,5.72
_12972_,5.72
_13003_,5.72
_13154_,5.72
_13551_,5.72
_13848_,5.72
_13911_,5.72
_14150_,5.72
_14477_,5.72
_14995_,5.72
_15197_,5.72
_15217_,5.72
_15290_,5.72
_15351_,5.72
_16292_,5.72
_16297_,5.72
_16965_,5.72
_17051_,5.72
_17172_,5.72
_17269_,5.72
_17590_,5.72
_18386_,5.72
_18892_,5.72
_19014_,5.72
_19111_,5.72
_19464_,5.72
_19484_,5.72
_19529_,5.72
_19873_,5.72
_19969_,5.72
_20027_,5.72
_20268_,5.72
_20566_,5.72
_20738_,5.72
_22067_,5.72
_22365_,5.72
_22687_,5.72
_23177_,5.72
_23394_,5.72
_23407_,5.72
_23431_,5.72
_23822_,5.72
_24015_,5.72
_24100_,5.72
_24247_,5.72
_24301_,5.72
_24440_,5.72
_24786_,5.72
_24814_,5.72
_25634_,5.72
_25651_,5.72
_25932_,5.72
_26248_,5.72
_26496_,5.72
u_core0.ROW\[4\].COL\[0\].u_pe.sum_out\[9\],5.72
net929,5.72
net1018,5.72
_01648_,5.7
_02987_,5.7
_04315_,5.7
_04390_,5.7
_06376_,5.7
_09874_,5.7
_10064_,5.7
_10123_,5.7
_10243_,5.7
_11091_,5.7
_15045_,5.7
_15826_,5.7
_15878_,5.7
_16674_,5.7
_17185_,5.7
_17312_,5.7
_17496_,5.7
_20108_,5.7
_20475_,5.7
_21064_,5.7
_21722_,5.7
_23706_,5.7
_23911_,5.7
_24798_,5.7
_08168_,5.69
_16937_,5.69
_20317_,5.69
_21945_,5.69
_19852_,5.685
_24444_,5.685
_01206_,5.68
_01852_,5.68
_02487_,5.68
_03223_,5.68
_03256_,5.68
_03265_,5.68
_03572_,5.68
_04092_,5.68
_04235_,5.68
_04761_,5.68
_04794_,5.68
_05507_,5.68
_05510_,5.68
_05732_,5.68
_06952_,5.68
_08337_,5.68
_08441_,5.68
_10019_,5.68
_10073_,5.68
_10146_,5.68
_10545_,5.68
_10662_,5.68
_10677_,5.68
_10766_,5.68
_10826_,5.68
_11068_,5.68
_11339_,5.68
_11561_,5.68
_11816_,5.68
_12420_,5.68
_12571_,5.68
_13061_,5.68
_13268_,5.68
_13373_,5.68
_13561_,5.68
_13653_,5.68
_13871_,5.68
_14186_,5.68
_14217_,5.68
_14324_,5.68
_14407_,5.68
_14548_,5.68
_14711_,5.68
_14868_,5.68
_15207_,5.68
_15437_,5.68
_15537_,5.68
_15647_,5.68
_15847_,5.68
_15971_,5.68
_16206_,5.68
_16513_,5.68
_16518_,5.68
_17630_,5.68
_17743_,5.68
_18188_,5.68
_18831_,5.68
_19092_,5.68
_20095_,5.68
_21197_,5.68
_21307_,5.68
_21462_,5.68
_21642_,5.68
_21700_,5.68
_22078_,5.68
_22257_,5.68
_23275_,5.68
_23276_,5.68
_23677_,5.68
_24785_,5.68
_24806_,5.68
_26101_,5.68
_26253_,5.68
_26921_,5.68
_04004_,5.67
_16418_,5.67
_17071_,5.665
_15564_,5.65
_03110_,5.63
_13886_,5.63
_23019_,5.63
_01058_,5.62
_04746_,5.62
_05080_,5.62
_05860_,5.62
_07291_,5.62
_07923_,5.62
_08266_,5.62
_09632_,5.62
_11325_,5.62
_11884_,5.62
_13613_,5.62
_14531_,5.62
_14847_,5.62
_15347_,5.62
_16716_,5.62
_18404_,5.62
_18906_,5.62
_20004_,5.62
_20030_,5.62
_23861_,5.62
_24452_,5.62
_24846_,5.62
_24901_,5.62
_24944_,5.62
_25316_,5.62
_26707_,5.62
net874,5.62
_05839_,5.61
_14021_,5.61
_26231_,5.61
_00056_,5.6
_02219_,5.6
_02434_,5.6
_02586_,5.6
_02867_,5.6
_03512_,5.6
_03957_,5.6
_04134_,5.6
_04373_,5.6
_04419_,5.6
_04670_,5.6
_05292_,5.6
_05394_,5.6
_05554_,5.6
_06966_,5.6
_08314_,5.6
_09030_,5.6
_09080_,5.6
_09895_,5.6
_09985_,5.6
_10328_,5.6
_10937_,5.6
_10992_,5.6
_11102_,5.6
_11468_,5.6
_11547_,5.6
_11696_,5.6
_12343_,5.6
_13138_,5.6
_13218_,5.6
_14116_,5.6
_14494_,5.6
_14744_,5.6
_15519_,5.6
_15661_,5.6
_17161_,5.6
_17466_,5.6
_17773_,5.6
_17796_,5.6
_17920_,5.6
_18987_,5.6
_19075_,5.6
_19410_,5.6
_19497_,5.6
_20257_,5.6
_20520_,5.6
_21025_,5.6
_21223_,5.6
_21796_,5.6
_23092_,5.6
_23385_,5.6
_24251_,5.6
_24774_,5.6
_24779_,5.6
_25712_,5.6
_26542_,5.6
_26667_,5.6
_26960_,5.6
net73,5.6
_05407_,5.58
_07259_,5.58
_07528_,5.58
_09504_,5.58
_10125_,5.58
_11332_,5.58
_14010_,5.58
_14861_,5.58
_15956_,5.58
_19993_,5.58
_20355_,5.58
_21200_,5.58
_27023_,5.58
_00256_,5.56
_01831_,5.56
_04296_,5.56
_04422_,5.56
_04506_,5.56
_05404_,5.56
_05436_,5.56
_06588_,5.56
_07586_,5.56
_08069_,5.56
_09287_,5.56
_10058_,5.56
_11049_,5.56
_12815_,5.56
_14341_,5.56
_16868_,5.56
_17282_,5.56
_17394_,5.56
_19221_,5.56
_23606_,5.56
_23707_,5.56
_25322_,5.56
_25729_,5.56
_25831_,5.56
_25906_,5.56
_26210_,5.56
_26937_,5.56
_11019_,5.555
_03637_,5.53
_14571_,5.53
_01135_,5.52
_02483_,5.52
_05521_,5.52
_09002_,5.52
_09844_,5.52
_10675_,5.52
_11539_,5.52
_11585_,5.52
_11725_,5.52
_11898_,5.52
_12126_,5.52
_12220_,5.52
_13976_,5.52
_13978_,5.52
_14100_,5.52
_14289_,5.52
_16273_,5.52
_16384_,5.52
_24104_,5.52
_25170_,5.52
_25389_,5.52
_25637_,5.52
_00096_,5.5
_00484_,5.5
_03003_,5.5
_08488_,5.5
_09104_,5.5
_10115_,5.5
_12009_,5.5
_13475_,5.5
_13687_,5.5
_21393_,5.5
_23523_,5.5
_19005_,5.495
net690,5.495
_18728_,5.49
_00905_,5.48
_02514_,5.48
_02669_,5.48
_03807_,5.48
_03910_,5.48
_04137_,5.48
_04769_,5.48
_05007_,5.48
_05380_,5.48
_06366_,5.48
_06379_,5.48
_06946_,5.48
_07750_,5.48
_08206_,5.48
_08929_,5.48
_09323_,5.48
_09886_,5.48
_09969_,5.48
_10047_,5.48
_10334_,5.48
_11491_,5.48
_14576_,5.48
_16198_,5.48
_17192_,5.48
_18223_,5.48
_19608_,5.48
_21262_,5.48
_21912_,5.48
_22563_,5.48
_23209_,5.48
_24310_,5.48
_25582_,5.48
_25622_,5.48
_26312_,5.48
_26461_,5.48
_26855_,5.48
_26995_,5.48
u_core0.ROW\[30\].COL\[0\].u_pe.sum_out\[10\],5.48
_02623_,5.47
_19956_,5.465
_00724_,5.46
_03786_,5.46
_05588_,5.46
_11214_,5.46
_15332_,5.46
_15501_,5.46
_23916_,5.46
net773,5.46
_02393_,5.44
_08498_,5.44
_08896_,5.44
_11879_,5.44
_12925_,5.44
_14440_,5.44
_18335_,5.44
_23233_,5.44
_24964_,5.44
_26605_,5.44
_16020_,5.435
_13248_,5.41
_17301_,5.41
_01330_,5.4
_01829_,5.4
_02051_,5.4
_02241_,5.4
_02408_,5.4
_03098_,5.4
_03546_,5.4
_03662_,5.4
_03842_,5.4
_04037_,5.4
_04082_,5.4
_04318_,5.4
_04604_,5.4
_05104_,5.4
_05176_,5.4
_05664_,5.4
_06629_,5.4
_06644_,5.4
_06876_,5.4
_07012_,5.4
_07744_,5.4
_07871_,5.4
_08054_,5.4
_08177_,5.4
_08753_,5.4
_09756_,5.4
_10101_,5.4
_10326_,5.4
_10640_,5.4
_10739_,5.4
_10922_,5.4
_11064_,5.4
_11287_,5.4
_11315_,5.4
_11383_,5.4
_11493_,5.4
_11565_,5.4
_11619_,5.4
_12931_,5.4
_13007_,5.4
_13033_,5.4
_13144_,5.4
_13510_,5.4
_13713_,5.4
_13772_,5.4
_13882_,5.4
_14076_,5.4
_14503_,5.4
_14730_,5.4
_14801_,5.4
_14831_,5.4
_15410_,5.4
_15799_,5.4
_16165_,5.4
_17190_,5.4
_17253_,5.4
_17559_,5.4
_18255_,5.4
_18619_,5.4
_18645_,5.4
_19029_,5.4
_19151_,5.4
_19249_,5.4
_19300_,5.4
_19804_,5.4
_20101_,5.4
_20154_,5.4
_20489_,5.4
_21027_,5.4
_21267_,5.4
_21400_,5.4
_21821_,5.4
_22864_,5.4
_23529_,5.4
_24236_,5.4
_24249_,5.4
_24540_,5.4
_24891_,5.4
_25061_,5.4
_25255_,5.4
_25483_,5.4
_25759_,5.4
_26561_,5.4
_27013_,5.4
u_core0.ROW\[17\].COL\[0\].u_pe.sum_out\[2\],5.4
u_core0.ROW\[21\].COL\[1\].u_pe.sum_out\[3\],5.4
_00728_,5.38
_01221_,5.38
_01350_,5.38
_01586_,5.38
_01655_,5.38
_01676_,5.38
_01842_,5.38
_01927_,5.38
_02087_,5.38
_02176_,5.38
_02182_,5.38
_02198_,5.38
_02422_,5.38
_02854_,5.38
_04609_,5.38
_04973_,5.38
_05429_,5.38
_05632_,5.38
_05693_,5.38
_05787_,5.38
_06142_,5.38
_06165_,5.38
_06204_,5.38
_06210_,5.38
_06326_,5.38
_06593_,5.38
_06597_,5.38
_06709_,5.38
_06828_,5.38
_07090_,5.38
_07238_,5.38
_07708_,5.38
_08141_,5.38
_08872_,5.38
_08988_,5.38
_09007_,5.38
_09595_,5.38
_09988_,5.38
_10010_,5.38
_10184_,5.38
_10497_,5.38
_10788_,5.38
_10977_,5.38
_11016_,5.38
_11101_,5.38
_11323_,5.38
_11511_,5.38
_11712_,5.38
_11811_,5.38
_12182_,5.38
_12209_,5.38
_12221_,5.38
_12418_,5.38
_12540_,5.38
_12693_,5.38
_13141_,5.38
_13270_,5.38
_13518_,5.38
_13800_,5.38
_13893_,5.38
_14039_,5.38
_14434_,5.38
_14525_,5.38
_14664_,5.38
_14770_,5.38
_14820_,5.38
_15658_,5.38
_15880_,5.38
_16537_,5.38
_16651_,5.38
_16785_,5.38
_16836_,5.38
_17074_,5.38
_17125_,5.38
_17632_,5.38
_17650_,5.38
_18001_,5.38
_18385_,5.38
_18716_,5.38
_19219_,5.38
_19686_,5.38
_19704_,5.38
_19898_,5.38
_20190_,5.38
_20686_,5.38
_21237_,5.38
_21275_,5.38
_21728_,5.38
_22314_,5.38
_22500_,5.38
_22647_,5.38
_22664_,5.38
_23630_,5.38
_23782_,5.38
_23800_,5.38
_24241_,5.38
_24541_,5.38
_24682_,5.38
_24969_,5.38
_25287_,5.38
_25366_,5.38
_25477_,5.38
_25721_,5.38
_25775_,5.38
_25821_,5.38
_25868_,5.38
_26069_,5.38
_26180_,5.38
_26214_,5.38
_26369_,5.38
_26373_,5.38
_26481_,5.38
_26564_,5.38
_26863_,5.38
_26936_,5.38
_26980_,5.38
_02049_,5.37
_06796_,5.37
_00038_,5.36
_01324_,5.36
_01659_,5.36
_03146_,5.36
_04273_,5.36
_06731_,5.36
_08002_,5.36
_08121_,5.36
_09219_,5.36
_10419_,5.36
_10440_,5.36
_10972_,5.36
_13097_,5.36
_13854_,5.36
_14305_,5.36
_15248_,5.36
_15492_,5.36
_17135_,5.36
_17571_,5.36
_18511_,5.36
_19504_,5.36
_19580_,5.36
_21449_,5.36
_24064_,5.36
_24466_,5.36
_26525_,5.36
_26551_,5.36
_25012_,5.345
_00252_,5.34
_00989_,5.34
_01689_,5.34
_01715_,5.34
_03195_,5.34
_03325_,5.34
_03346_,5.34
_05047_,5.34
_05239_,5.34
_05692_,5.34
_06117_,5.34
_06980_,5.34
_08312_,5.34
_08419_,5.34
_09368_,5.34
_09507_,5.34
_10078_,5.34
_10635_,5.34
_10679_,5.34
_10752_,5.34
_10864_,5.34
_10892_,5.34
_11013_,5.34
_11872_,5.34
_12197_,5.34
_13068_,5.34
_13530_,5.34
_14314_,5.34
_14837_,5.34
_15294_,5.34
_15409_,5.34
_15597_,5.34
_15699_,5.34
_15721_,5.34
_16183_,5.34
_16515_,5.34
_16930_,5.34
_17053_,5.34
_17692_,5.34
_17811_,5.34
_18606_,5.34
_18919_,5.34
_19441_,5.34
_19445_,5.34
_19618_,5.34
_19959_,5.34
_20872_,5.34
_20929_,5.34
_21428_,5.34
_21691_,5.34
_21968_,5.34
_22018_,5.34
_22065_,5.34
_23178_,5.34
_23231_,5.34
_24361_,5.34
_24524_,5.34
_24833_,5.34
_25193_,5.34
_25203_,5.34
_25294_,5.34
_25351_,5.34
_25580_,5.34
_25682_,5.34
_25848_,5.34
_26594_,5.34
_26649_,5.34
_27004_,5.34
_14975_,5.33
_12951_,5.32
_22598_,5.32
_13088_,5.31
_13506_,5.31
_13696_,5.31
_26399_,5.285
_01559_,5.28
_02146_,5.28
_02354_,5.28
_02693_,5.28
_02893_,5.28
_03498_,5.28
_03742_,5.28
_07767_,5.28
_07858_,5.28
_07902_,5.28
_08384_,5.28
_08434_,5.28
_08509_,5.28
_08539_,5.28
_11348_,5.28
_11823_,5.28
_12208_,5.28
_12710_,5.28
_13839_,5.28
_14696_,5.28
_14993_,5.28
_15130_,5.28
_15268_,5.28
_17108_,5.28
_17267_,5.28
_18589_,5.28
_19633_,5.28
_19663_,5.28
_19843_,5.28
_21877_,5.28
_23414_,5.28
_23423_,5.28
_23579_,5.28
_25612_,5.28
_25685_,5.28
_25811_,5.28
_26540_,5.28
net905,5.28
_01082_,5.26
_01660_,5.26
_01922_,5.26
_02245_,5.26
_02597_,5.26
_02792_,5.26
_02927_,5.26
_03004_,5.26
_03069_,5.26
_03433_,5.26
_03438_,5.26
_03467_,5.26
_03536_,5.26
_03543_,5.26
_04115_,5.26
_04306_,5.26
_04554_,5.26
_04814_,5.26
_04905_,5.26
_04908_,5.26
_04958_,5.26
_05243_,5.26
_05381_,5.26
_05423_,5.26
_05545_,5.26
_05551_,5.26
_05573_,5.26
_05755_,5.26
_05825_,5.26
_05847_,5.26
_06398_,5.26
_06416_,5.26
_06531_,5.26
_06551_,5.26
_06639_,5.26
_06874_,5.26
_07416_,5.26
_07639_,5.26
_07803_,5.26
_07883_,5.26
_08145_,5.26
_08351_,5.26
_08394_,5.26
_08438_,5.26
_08472_,5.26
_08679_,5.26
_09277_,5.26
_09316_,5.26
_09616_,5.26
_09721_,5.26
_10340_,5.26
_10390_,5.26
_10581_,5.26
_11048_,5.26
_11123_,5.26
_11130_,5.26
_11330_,5.26
_11465_,5.26
_11603_,5.26
_12018_,5.26
_12282_,5.26
_12329_,5.26
_12715_,5.26
_12837_,5.26
_12961_,5.26
_13162_,5.26
_13179_,5.26
_13409_,5.26
_13521_,5.26
_13769_,5.26
_13929_,5.26
_13938_,5.26
_14094_,5.26
_14733_,5.26
_15137_,5.26
_15219_,5.26
_15599_,5.26
_15723_,5.26
_16006_,5.26
_16568_,5.26
_17069_,5.26
_17082_,5.26
_17116_,5.26
_17129_,5.26
_17514_,5.26
_17646_,5.26
_17660_,5.26
_18031_,5.26
_18356_,5.26
_18485_,5.26
_19125_,5.26
_19232_,5.26
_19422_,5.26
_19524_,5.26
_19915_,5.26
_20096_,5.26
_20153_,5.26
_20168_,5.26
_20197_,5.26
_20722_,5.26
_21288_,5.26
_21693_,5.26
_21982_,5.26
_21999_,5.26
_22154_,5.26
_22236_,5.26
_22253_,5.26
_22531_,5.26
_22627_,5.26
_22923_,5.26
_23440_,5.26
_23488_,5.26
_23562_,5.26
_24013_,5.26
_24497_,5.26
_24543_,5.26
_24832_,5.26
_24842_,5.26
_24843_,5.26
_24861_,5.26
_25132_,5.26
_25530_,5.26
_25613_,5.26
_25687_,5.26
_25946_,5.26
_26026_,5.26
_26391_,5.26
_01645_,5.25
_05650_,5.25
_05766_,5.245
_21396_,5.245
_01999_,5.24
_03349_,5.24
_03783_,5.24
_04767_,5.24
_06892_,5.24
_09926_,5.24
_11769_,5.24
_16368_,5.24
_17063_,5.24
_19496_,5.24
_19919_,5.24
_22484_,5.24
_22486_,5.24
_23343_,5.24
_23634_,5.24
_01103_,5.22
_01501_,5.22
_01523_,5.22
_01544_,5.22
_02314_,5.22
_02544_,5.22
_02619_,5.22
_02971_,5.22
_03382_,5.22
_03550_,5.22
_03705_,5.22
_03907_,5.22
_04860_,5.22
_05883_,5.22
_06456_,5.22
_07155_,5.22
_07326_,5.22
_08497_,5.22
_08855_,5.22
_08947_,5.22
_09124_,5.22
_09459_,5.22
_10023_,5.22
_10796_,5.22
_11011_,5.22
_11097_,5.22
_12021_,5.22
_13406_,5.22
_13441_,5.22
_13610_,5.22
_13877_,5.22
_14053_,5.22
_14309_,5.22
_14909_,5.22
_16345_,5.22
_16369_,5.22
_16473_,5.22
_16561_,5.22
_16606_,5.22
_16610_,5.22
_16918_,5.22
_17025_,5.22
_17213_,5.22
_17676_,5.22
_17741_,5.22
_18268_,5.22
_18327_,5.22
_20137_,5.22
_20147_,5.22
_20242_,5.22
_20255_,5.22
_20646_,5.22
_20875_,5.22
_20971_,5.22
_21442_,5.22
_21698_,5.22
_22162_,5.22
_22167_,5.22
_22237_,5.22
_23336_,5.22
_23381_,5.22
_24501_,5.22
_24704_,5.22
_25521_,5.22
_25527_,5.22
_25555_,5.22
_26002_,5.22
_26221_,5.22
_26828_,5.22
u_core0.ROW\[0\].COL\[0\].u_pe.a_out\[6\],5.22
u_core0.ROW\[10\].COL\[0\].u_pe.sum_out\[8\],5.22
net1028,5.22
_04061_,5.21
_15590_,5.21
net888,5.21
_05897_,5.2
_03160_,5.19
_07216_,5.19
_00126_,5.185
_10554_,5.17
_23544_,5.17
_00469_,5.16
_01194_,5.16
_02442_,5.16
_07056_,5.16
_07411_,5.16
_07947_,5.16
_08561_,5.16
_08594_,5.16
_09032_,5.16
_11241_,5.16
